Intercept,Day of Week Seasonality,Trend,Events,Media,day_dt
1877926.7550633454,706435.6426235562,10387.877709925218,0.0,367951.3967131527,2023-11-08
1877926.7550633454,690636.9173104338,11871.860239914524,0.0,363637.44866365835,2023-11-09
1877926.7550633454,667697.3358139893,13355.84276990385,0.0,373491.91554143536,2023-11-10
1877926.7550633454,680686.4161540509,14839.825299893155,0.0,372136.8927842768,2023-11-11
1877926.7550633454,700681.7676834032,16323.80782988247,0.0,414978.72471156414,2023-11-12
1877926.7550633454,744151.4194835251,17807.79035987177,0.0,404713.1321840622,2023-11-13
1877926.7550633454,715324.513535218,19291.77288986111,0.0,403343.18541446136,2023-11-14
1877926.7550633454,706435.6426235562,20775.755419850437,0.0,400697.2931040411,2023-11-15
1877926.7550633454,690636.9173104338,22259.737949839724,0.0,409483.9877783299,2023-11-16
1877926.7550633454,667697.3358139893,23743.720479829048,0.0,413949.27478796674,2023-11-17
1877926.7550633454,680686.4161540509,25227.70300981836,0.0,440448.2966853818,2023-11-18
1877926.7550633454,700681.7676834032,26711.6855398077,0.0,465989.9076667113,2023-11-19
1877926.7550633454,744151.4194835251,28195.668069796982,0.0,446460.9084259129,2023-11-20
1877926.7550633454,715324.513535218,29679.65059978631,0.0,432265.76057640533,2023-11-21
1877926.7550633454,706435.6426235562,31163.633129775622,0.0,418733.13896024483,2023-11-22
1877926.7550633454,690636.9173104338,32647.61565976494,24060.648161591063,404937.34487694287,2023-11-23
1877926.7550633454,667697.3358139893,34131.59818975426,-140358.6750233895,413761.2924510193,2023-11-24
1877926.7550633454,680686.4161540509,35615.58071974354,0.0,434394.8071997393,2023-11-25
1877926.7550633454,700681.7676834032,37099.5632497329,0.0,460134.33705932525,2023-11-26
1877926.7550633454,744151.4194835251,38583.54577972222,0.0,411289.41015333205,2023-11-27
1877926.7550633454,715324.513535218,40067.528309711495,0.0,385762.9417113689,2023-11-28
1877926.7550633454,706435.6426235562,41551.51083970087,0.0,373517.83065234416,2023-11-29
1877926.7550633454,690636.9173104338,43035.49336969016,0.0,377601.4681641537,2023-11-30
1877926.7550633454,667697.3358139893,0.0,0.0,383608.4195668281,2023-12-01
1877926.7550633454,680686.4161540509,3399.5529230582865,0.0,370907.4806817091,2023-12-02
1877926.7550633454,700681.7676834032,6799.105846116573,0.0,389006.70618859,2023-12-03
1877926.7550633454,744151.4194835251,10198.658769174866,0.0,391998.5525732075,2023-12-04
1877926.7550633454,715324.513535218,13598.211692233146,0.0,393470.5079244485,2023-12-05
1877926.7550633454,706435.6426235562,16997.764615291442,0.0,395713.7588644619,2023-12-06
1877926.7550633454,690636.9173104338,20397.317538349733,0.0,399397.43376498914,2023-12-07
1877926.7550633454,667697.3358139893,23796.87046140803,0.0,434559.70960904495,2023-12-08
1877926.7550633454,680686.4161540509,27196.423384466292,0.0,433612.23166841007,2023-12-09
1877926.7550633454,700681.7676834032,30595.976307524605,0.0,482761.95043602795,2023-12-10
1877926.7550633454,744151.4194835251,33995.529230582884,0.0,456345.3063934092,2023-12-11
1877926.7550633454,715324.513535218,37395.08215364122,0.0,428762.1115233818,2023-12-12
1877926.7550633454,706435.6426235562,40794.635076699466,0.0,410652.56084252556,2023-12-13
1877926.7550633454,690636.9173104338,44194.18799975784,0.0,421136.8731679305,2023-12-14
1877926.7550633454,667697.3358139893,47593.74092281606,0.0,418305.2700631517,2023-12-15
1877926.7550633454,680686.4161540509,50993.2938458744,0.0,414590.8034226324,2023-12-16
1877926.7550633454,700681.7676834032,54392.846768932584,669.5557527956456,437855.4418534116,2023-12-17
1877926.7550633454,744151.4194835251,57792.39969199093,0.0,399398.2542905957,2023-12-18
1877926.7550633454,715324.513535218,61191.95261504921,0.0,400536.3565058885,2023-12-19
1877926.7550633454,706435.6426235562,64591.50553810756,33418.92094031763,395270.33887325396,2023-12-20
1877926.7550633454,690636.9173104338,67991.05846116577,-32294.882751884445,398471.71253453346,2023-12-21
1877926.7550633454,667697.3358139893,71390.61138422409,0.0,426733.6541909833,2023-12-22
1877926.7550633454,680686.4161540509,74790.16430728244,-6978.931081312585,458354.3044518004,2023-12-23
1877926.7550633454,700681.7676834032,78189.71723034077,-27233.467285727664,489097.7959479667,2023-12-24
1877926.7550633454,744151.4194835251,81589.27015339893,-182944.55833573747,499748.8414974798,2023-12-25
1877926.7550633454,715324.513535218,84988.82307645732,-89483.90530899365,467725.2513212344,2023-12-26
1877926.7550633454,706435.6426235562,88388.37599951569,0.0,454002.64323413983,2023-12-27
1877926.7550633454,690636.9173104338,91787.92892257373,0.0,459318.9265915614,2023-12-28
1877926.7550633454,667697.3358139893,95187.48184563212,0.0,471167.9979539587,2023-12-29
1877926.7550633454,680686.4161540509,98587.03476869052,32150.309228624857,498159.5207401988,2023-12-30
1877926.7550633454,700681.7676834032,101986.5876917488,-96694.98440083915,523302.46766488755,2023-12-31
1907883.9667875972,690437.9889375146,0.0,248946.90061513695,521172.6185454172,2024-01-01
1907883.9667875972,662485.8767514308,2208.0502952882302,0.0,488833.16292439896,2024-01-02
1907883.9667875972,652476.2190885025,4416.1005905764605,0.0,474368.6414585462,2024-01-03
1907883.9667875972,636278.9096860798,6624.1508858646885,0.0,468027.6399799422,2024-01-04
1907883.9667875972,612544.0439412062,8832.201181152921,0.0,473259.40419133654,2024-01-05
1907883.9667875972,625977.6911197539,11040.251476441128,0.0,482670.3184895994,2024-01-06
1907883.9667875972,645079.0761710173,13248.301771729377,0.0,514689.4488046675,2024-01-07
1907883.9667875972,690437.9889375146,15456.352067017582,0.0,494232.0849728782,2024-01-08
1907883.9667875972,662485.8767514308,17664.402362305842,0.0,488409.0456715148,2024-01-09
1907883.9667875972,652476.2190885025,19872.452657594036,0.0,490914.1256216902,2024-01-10
1907883.9667875972,636278.9096860798,22080.502952882256,0.0,493025.94061234576,2024-01-11
1907883.9667875972,612544.0439412062,24288.553248170516,0.0,486543.7422506276,2024-01-12
1907883.9667875972,625977.6911197539,26496.603543458754,0.0,487120.81059643684,2024-01-13
1907883.9667875972,645079.0761710173,28704.65383874694,0.0,511522.52693276946,2024-01-14
1907883.9667875972,690437.9889375146,30912.704134035164,-45041.7952898488,492730.8045353379,2024-01-15
1907883.9667875972,662485.8767514308,33120.75442932342,0.0,477094.29672635184,2024-01-16
1907883.9667875972,652476.2190885025,35328.804724611684,0.0,466288.5732934098,2024-01-17
1907883.9667875972,636278.9096860798,37536.85501989986,0.0,454277.88716427237,2024-01-18
1907883.9667875972,612544.0439412062,39744.90531518807,0.0,452470.2639129668,2024-01-19
1907883.9667875972,625977.6911197539,41952.955610476325,0.0,448913.3811720366,2024-01-20
1907883.9667875972,645079.0761710173,44161.00590576451,0.0,480705.021376458,2024-01-21
1907883.9667875972,690437.9889375146,46369.05620105277,0.0,457921.74964452937,2024-01-22
1907883.9667875972,662485.8767514308,48577.10649634103,0.0,439440.3779444996,2024-01-23
1907883.9667875972,652476.2190885025,50785.15679162922,0.0,431576.6096796759,2024-01-24
1907883.9667875972,636278.9096860798,52993.20708691751,0.0,421957.27926797135,2024-01-25
1907883.9667875972,612544.0439412062,55201.25738220566,0.0,407939.51932356966,2024-01-26
1907883.9667875972,625977.6911197539,57409.30767749388,0.0,405012.20480774844,2024-01-27
1907883.9667875972,645079.0761710173,59617.357972782105,0.0,428150.96377997485,2024-01-28
1907883.9667875972,690437.9889375146,61825.40826807033,0.0,392005.45288992004,2024-01-29
1907883.9667875972,662485.8767514308,64033.45856335862,0.0,371711.9696027429,2024-01-30
1907883.9667875972,652476.2190885025,66241.50885864683,0.0,353970.3043777112,2024-01-31
1894730.9305507094,656365.6899381429,0.0,0.0,366853.8573353988,2024-02-01
1894730.9305507094,631324.9519218144,-4035.609719633437,0.0,369304.114754164,2024-02-02
1894730.9305507094,646552.3107926855,-8071.219439266874,0.0,376330.1604048675,2024-02-03
1894730.9305507094,666060.4972039922,-12106.829158900306,0.0,387510.2383370674,2024-02-04
1894730.9305507094,712422.6340604083,-16142.438878533749,0.0,393133.69887384935,2024-02-05
1894730.9305507094,684397.5493494136,-20178.04859816717,0.0,387973.047726581,2024-02-06
1894730.9305507094,673446.1420105613,-24213.65831780061,0.0,379003.74672576785,2024-02-07
1894730.9305507094,656365.6899381429,-28249.26803743408,0.0,386066.78613556735,2024-02-08
1894730.9305507094,631324.9519218144,-32284.877757067497,0.0,376677.61429153965,2024-02-09
1894730.9305507094,646552.3107926855,-36320.487476700946,0.0,387996.5359166367,2024-02-10
1894730.9305507094,666060.4972039922,-40356.09719633434,236967.51241236783,402522.56795519654,2024-02-11
1894730.9305507094,712422.6340604083,-44391.70691596788,-77086.09343531383,532257.1143585496,2024-02-12
1894730.9305507094,684397.5493494136,-48427.31663560122,0.0,466785.15458035877,2024-02-13
1894730.9305507094,673446.1420105613,-52462.92635523468,0.0,435470.88157372817,2024-02-14
1894730.9305507094,656365.6899381429,-56498.53607486816,0.0,418344.34517151606,2024-02-15
1894730.9305507094,631324.9519218144,-60534.145794501535,0.0,410768.77913577243,2024-02-16
1894730.9305507094,646552.3107926855,-64569.755514134995,0.0,416281.3053735038,2024-02-17
1894730.9305507094,666060.4972039922,-68605.36523376845,0.0,435711.41691816534,2024-02-18
1894730.9305507094,712422.6340604083,-72640.97495340189,59478.81808652597,410857.01001953066,2024-02-19
1894730.9305507094,684397.5493494136,-76676.58467303534,0.0,403896.6120800368,2024-02-20
1894730.9305507094,673446.1420105613,-80712.19439266868,0.0,398234.59364115767,2024-02-21
1894730.9305507094,656365.6899381429,-84747.80411230223,0.0,404700.6805486728,2024-02-22
1894730.9305507094,631324.9519218144,-88783.41383193576,0.0,406789.8196319719,2024-02-23
1894730.9305507094,646552.3107926855,-92819.02355156887,0.0,420278.1931652636,2024-02-24
1894730.9305507094,666060.4972039922,-96854.63327120245,0.0,441176.52412324,2024-02-25
1894730.9305507094,712422.6340604083,-100890.24299083586,0.0,439092.1783419545,2024-02-26
1894730.9305507094,684397.5493494136,-104925.85271046936,0.0,436083.31473342376,2024-02-27
1894730.9305507094,673446.1420105613,-108961.4624301029,0.0,433709.8192082624,2024-02-28
1894730.9305507094,656365.6899381429,-112997.07214973633,0.0,430115.7672479847,2024-02-29
